g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P03398,DNAJB4,611327,14886,HLJ1,DNAJB4-related myopathy with early respiratory failure,620326,,biallelic_autosomal,potential secondary finding,limited,absent gene product; altered gene product structure,missense_variant; stop_gained_NMD_triggering,undetermined,inferred,,,36264506,DD,,2025-01-15 23:00:51+00:00
G2P03399,FOXI3,612351,35123,,FOXI3-related microtia and craniofacial microsomia,620444,,monoallelic_autosomal,typified by incomplete penetrance,limited,altered gene product structure,missense_variant; frameshift_variant_NMD_escaping,undetermined,inferred,,,36260083,DD,,2025-01-16 17:39:23+00:00
G2P03400,DAW1,620279,26383,DNAAF18; FLJ25955; ODA16; WDR69,DAW1-related ciliopathy,620570,MONDO:0957922,biallelic_autosomal,,moderate,decreased gene product level; absent gene product; altered gene product structure,missense_variant; stop_gained_NMD_triggering,undetermined,inferred,,,36074124,DD,,2023-01-18 12:52:10+00:00
G2P03401,SCNM1,608095,23136,MGC3180,SCNM1-related orofaciodigital syndrome,620107,MONDO:0859310,biallelic_autosomal,,limited,decreased gene product level; absent gene product; altered gene product structure,missense_variant; frameshift_variant_NMD_triggering,undetermined,inferred,,,36084634,DD,,2023-01-18 12:59:57+00:00
G2P03409,LETM1,604407,6556,MDM38; SLC55A1,LETM1-related neurodevelopmental disorder,620089,MONDO:0859304,biallelic_autosomal,,moderate,altered gene product structure,splice_region_variant; stop_lost; inframe_deletion; missense_variant; frameshift_variant_NMD_escaping,undetermined,inferred,,,36055214,DD,,2023-02-28 13:31:38+00:00
G2P03410,FRMD5,616309,28214,MGC14161,FRMD5-related developmental disorder,620094,MONDO:0859305,monoallelic_autosomal,typically de novo; restricted mutation set,moderate,altered gene product structure,missense_variant,undetermined,inferred,,,36206744,DD,,2025-01-16 17:41:02+00:00
G2P03411,SLC35B2,610788,16872,UGTREL4,SLC35B2-related chondrodysplasia with hypomyelinating leukodystrophy,620269,MONDO:0859518,biallelic_autosomal,,limited,decreased gene product level; altered gene product structure,frameshift_variant_NMD_escaping,undetermined,inferred,,,35325049,DD,,2023-02-28 13:40:23+00:00
G2P03412,ATL1,606439,11231,AD-FSP; FSP1; SPG3; SPG3A,ATL1-related hereditary spastic paraplegia,182600,,monoallelic_autosomal,,definitive,absent gene product; altered gene product structure,missense_variant; inframe_deletion; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,35925862,DD,,2025-01-14 15:26:02+00:00
G2P03413,TRPC5,300334,12337,PPP1R159,TRPC5-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_X_hemizygous,,limited,absent gene product; altered gene product structure,missense_variant; stop_gained_NMD_triggering,undetermined,inferred,,,36323681,DD,,2023-02-28 13:58:53+00:00
G2P03414,DNM1,602377,2972,DNM,"DNM1-related microcephaly, developmental and epileptic encephalopathy",620352,MONDO:0957248,biallelic_autosomal,,moderate,absent gene product,stop_gained_NMD_triggering,loss of function,inferred,,,34172529; 36413998; 37900685; 36553519,DD,,2025-01-15 23:02:45+00:00
G2P03415,NUP54,607607,17359,,NUP54-related early-onset dystonia with striatal lesions,,,biallelic_autosomal,restricted mutation set,moderate,altered gene product structure,missense_variant,undetermined,inferred,,,36333996,DD,,2023-02-28 14:56:10+00:00
G2P03416,PTDSS1,612792,9587,KIAA0024; PSS1; PSSA,PTDSS1-related developmental delay,,,monoallelic_autosomal,,limited,altered gene product structure,missense_variant,undetermined,inferred,,,35224839,DD,,2023-02-28 15:01:05+00:00
G2P03417,WDR5,609012,12757,BIG-3; CFAP89; SWD3,WDR5-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,typically de novo,moderate,altered gene product structure,missense_variant,undetermined,inferred,,,36408368,DD,,2023-02-28 15:15:44+00:00
G2P03418,TRA2B,602719,10781,HTRA2-BETA; PPP1R156; SFRS10,TRA2B-related neurodevelopmental syndrome,,,monoallelic_autosomal,restricted mutation set,moderate,altered gene product structure,splice_acceptor_variant; start_lost; splice_donor_variant; stop_gained_NMD_triggering,undetermined,inferred,,,36549593,DD,,2023-03-01 11:27:40+00:00
G2P03419,CAMSAP1,613774,19946,DKFZP434F195; FLJ31228,CAMSAP1-related neuronal migration disorder,620316,,biallelic_autosomal,,moderate,decreased gene product level; absent gene product,frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,36283405,DD,,2025-01-14 16:19:34+00:00
G2P03420,ADAMTS15,607509,16305,,ADAMTS15-related distal arthrogryposis,620545,MONDO:0957819,biallelic_autosomal,,moderate,decreased gene product level; absent gene product; altered gene product structure,missense_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,35962790,DD,,2023-04-19 12:31:06+00:00
G2P03421,MAN2A2,600988,6825,ALPHA-MIIX; HST19662; MANA2X,MAN2A2-related disorder of glycosylation,,MONDO:0024322,biallelic_autosomal,,limited,uncertain,stop_gained_NMD_escaping,undetermined,inferred,,,36357165,DD,,2023-03-01 14:40:35+00:00
G2P03422,SETD2,612778,18420,FLJ23184; HIF-1; HYPB; KIAA1732; KMT3A,SETD2-related Rabin-Pappas syndrome,620155,MONDO:0859331,monoallelic_autosomal,restricted mutation set,moderate,altered gene product structure,missense_variant,gain of function,inferred,,HP:0000252; HP:0010864,32710489; 34978780,DD,,2025-03-14 11:54:17+00:00
G2P03423,SLC30A7,611149,19306,ZNT7; ZNTL2,SLC30A7-related Joubert syndrome,,MONDO:0018772,monoallelic_autosomal,,limited,decreased gene product level; altered gene product structure,missense_variant,undetermined,inferred,,,35751429,DD,,2023-03-15 12:10:46+00:00
G2P03424,BAZ2B,605683,963,WALP4,BAZ2B-related neurodevelopmental disorder,,,monoallelic_autosomal,,limited,decreased gene product level; absent gene product; altered gene product structure,splice_donor_variant_NMD_triggering; missense_variant; stop_gained_NMD_triggering,undetermined,inferred,,,31999386; 37872713,DD,,2024-05-01 13:27:42+00:00
G2P03425,NAE1,603385,621,APP-BP1; APPBP1; ULA-1,"NAE1-related neurodevelopmental disorder with intellectual disability, ischiopubic hypoplasia, stress-mediated lymphopenia, and neurodegeneration",620210,MONDO:0859361,biallelic_autosomal,,moderate,decreased gene product level; altered gene product structure,missense_variant,undetermined,inferred,,,36608681,DD,,2023-03-15 12:15:05+00:00
G2P03426,ZMYM3,300061,13054,DXS6673E; KIAA0385; MYM; ZNF198L2; ZNF261,ZMYM3-related neurodevelopmental disorder,301111,MONDO:0957496,monoallelic_X_heterozygous,,moderate,decreased gene product level; absent gene product; altered gene product structure,missense_variant; frameshift_variant_NMD_triggering,undetermined,inferred,,,36586412,DD,,2023-03-15 12:24:39+00:00
G2P03427,JMJD1C,604503,12313,DKFZP761F0118; FLJ14374; KDM3C; KIAA1380; TRIP8,JMJD1C-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,,limited,decreased gene product level; absent gene product; altered gene product structure,splice_region_variant; missense_variant; frameshift_variant_NMD_triggering,undetermined,inferred,,,31954878; 26181491,DD,,2023-03-15 12:27:31+00:00
G2P03428,ATG4D,611340,20789,APG4-D; APG4D; AUTL4,ATG4D-related neurodevelopmental disorder,,MONDO:0700092,biallelic_autosomal,,limited,altered gene product structure,missense_variant; frameshift_variant_NMD_escaping,undetermined,inferred,,,36765070,DD,,2023-03-15 12:37:29+00:00
G2P03429,AMOTL1,614657,17811,JEAP,"AMOTL1-related orofacial clefting, cardiac anomalies, and tall stature",,,monoallelic_autosomal,restricted mutation set,moderate,altered gene product structure,missense_variant,undetermined,inferred,,,36751037,DD,,2023-03-15 12:39:09+00:00
G2P03430,HMGB1,163905,4983,DKFZP686A04236; HMG1; HMG3; SBP-1,"HMGB1-related brachyphalangy, polydactyly and tibial aplasia syndrome",,,monoallelic_autosomal,restricted mutation set,moderate,altered gene product structure,frameshift_variant_NMD_escaping,undetermined,inferred,,,36755093,DD,,2023-03-15 12:41:15+00:00
G2P03431,ATP1A2,182340,800,FHM2; MHP2,ATP1A2-related epileptic encephalopathy,619605,,monoallelic_autosomal,typically de novo,moderate,altered gene product structure,splice_region_variant; missense_variant,gain of function,inferred,,,33493807,DD,,2025-03-14 11:50:40+00:00
G2P03432,ATP1A2,182340,800,FHM2; MHP2,ATP1A2-related neuronal migration disorder with epilepsy,619602,,biallelic_autosomal,,strong,absent gene product,frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,31608932; 30690204; 33880529,DD,,2025-01-14 15:33:34+00:00
G2P03433,GRIN2A,138253,4585,GLUN2A; NMDAR2A; NR2A,GRIN2A-related neurodevelopmental disorder,,,biallelic_autosomal,,limited,absent gene product,frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,35983985,DD,,2025-01-16 22:50:28+00:00
G2P03434,SARS1,607529,10537,SARS,SARS1-related neurodevelopmental disorder,,,monoallelic_autosomal,typically de novo,limited,altered gene product structure,splice_region_variant,dominant negative,inferred,,,36041817,DD,,2025-01-21 15:05:36+00:00
G2P03435,FXR1,600819,4023,,FXR1-related congenital myopathy,,MONDO:0019952,biallelic_autosomal,restricted mutation set,strong,decreased gene product level; absent gene product,frameshift_variant_NMD_triggering,undetermined,inferred,,,35393337; 30770808,DD,,2023-04-19 12:19:56+00:00
G2P03436,SPRY1,602465,11269,HSPRY1,SPRY1-related craniosynostosis with inner ear and renal anomalies,,,biallelic_autosomal,,limited,altered gene product structure,stop_gained_NMD_escaping,undetermined,inferred,,,36543535,DD,,2023-04-19 12:31:06+00:00
G2P03437,GTF2IRD1,604318,4661,BEN; CREAM1; GTF3; MUSTRD1; RBAP2; WBSCR11; WBSCR12,GTF2IRD1-related neurodevelopmental disorder,,MONDO:0700092,biallelic_autosomal,,limited,altered gene product structure,missense_variant,undetermined,inferred,,,36308390,DD,,2023-04-19 12:32:36+00:00
G2P03438,OTUD5,300713,25402,DKFZP761A052; DUBA,OTUD5-related neurodevelopmental disorder,301056,MONDO:0025351,monoallelic_X_hemizygous,,strong,altered gene product structure,missense_variant; inframe_deletion,undetermined,inferred,,,33523931; 33748114; 33131077,DD,,2023-04-19 12:36:13+00:00
G2P03439,KDM2B,609078,13610,CXXC2; FBL10; FBXL10; JHDM1B; PCCX2,KDM2B-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,,moderate,absent gene product; altered gene product structure,splice_region_variant; missense_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,36322151,DD,,2023-04-19 12:38:59+00:00
G2P03440,SLC1A4,600229,10942,ASCT-1; ASCT1; SATT,"SLC1A4-related spastic tetraplegia, thin corpus callosum, and progressive microcephaly",616657,MONDO:0014725,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,missense_variant; stop_gained_NMD_triggering,undetermined,inferred,,,31763347; 34174466; 27193218; 26041762,DD,,2025-01-21 15:12:19+00:00
G2P03441,FLT4,136352,3767,PCL; VEGFR-3; VEGFR3,FLT4-related congenital heart disease,618780,,monoallelic_autosomal,,strong,absent gene product; altered gene product structure,,loss of function,inferred,,HP:0001636,33067626,DD,,2024-12-10 14:46:54+00:00
G2P03442,ABCC9,601439,60,CMD1O; SUR2,ABCC9-related Cantu Syndrome,239850,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant,gain of function,inferred,,HP:0001256; HP:0007665; HP:0005129; HP:0000215; HP:0000926; HP:0000006; HP:0001004; HP:0004634; HP:0003016; HP:0010055; HP:0001698; HP:0002750; HP:0000212; HP:0000939; HP:0000256; HP:0000343; HP:0005445; HP:0010109; HP:0000431; HP:0005280; HP:0001640; HP:0000280; HP:0000463; HP:0000179; HP:0001647; HP:0002690; HP:0002673; HP:0001643; HP:0008822; HP:0004540; HP:0000286; HP:0000470; HP:0000774; HP:0010068; HP:0000527; HP:0001520; HP:0001537; HP:0004975; HP:0003300,30089727; 33529173; 22610116; 31175705; 22608503; 31828977; 34453476,DD; Skin; Skeletal; Cardiac,"ABCC9 pathogenic variants cause Cantu Syndrome (CS) through altered gene product sequence. The mechanism is likely gain of function (NBK246980; PMID: 22610116; PMID: 31175705; PMID: 30089727).Harakalova et al showed that variants in ABCC9 reduce the ATP-mediated potassium channel inhibition, resulting in channel opening (PMID: 22610116). Pathophysiologic mechanisms resulting in the clinical manifestations remain poorly understood. Cantu syndrome is characterized by congenital hypertrichosis, distinctive facial features, osteochondrodysplasia and cardiac defects. The cardiac manifestations include patent ductus arteriosus, cardiomegaly, hypertrophy and pericardial effusion. It does not present with isolated LVH. All participants in the Cantu registry who harboured a pathogenic missense variant have at least some features in keeping with Cantu syndrome, even if mild. There is however significant variability in phenotype even amongst family members with the same variant (PMID: 33529173) and no clear genotype phenotype correlation (PMID: 31828977). Inheritance is autosomal dominant characterized by variable expressivity. De novo variants are common, Grange et al found only 16/74 (22%) patients had inherited the ABCC9 variant from an affected parent (PMID: 31828977). It is caused by heterozygous missense mutations in ABCC9 (or less commonly variants in KCNJ8). A review of 74 patients in the International Registry for Cantu syndrome in 2019 found 28 distinct variants (97% were in ABCC9). All were simple missense apart from one insertion deletion involving 2 nucleotides (c.3055_3,056 del ins GA). Missense variants were located throughout the protein, however a majority (68%) clustered around transmembrane domain 2 (TMD2). Variants at p.Arg1154 (identified in 24 subjects, 33%) and p.Arg1116 (identified in 11 subjects, 15%), were most commonly observed (PMID: 31828977). Zhang et al 2021 showed that R1154Q variants in genetically modified mice might result in an effective mixed loss/gain of function phenotype, potentially explaining the diverse disease features in patients with CS. However, due to its extreme rarity, the mechanisms resulting in the clinical manifestations of CS remain to be fully elucidated (PMID: 33529173; PMID: 34453476). Curation done on 11.11.2021 Expert panel review pending.",2025-01-20 13:02:44+00:00
G2P03443,CRYAB,123590,2389,CRYA2; HSPB5,CRYAB-related alpha-related B crystallinopathy,608810,MONDO:0012130,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; frameshift_variant_NMD_escaping; stop_gained_NMD_escaping,dominant negative,inferred,,HP:0003555; HP:0003677; HP:0002747; HP:0003812; HP:0009027; HP:0000007; HP:0000556; HP:0000006; HP:0009072; HP:0000467; HP:0003458; HP:0003236; HP:0001639; HP:0000518; HP:0003736; HP:0003325; HP:0003581; HP:0001265; HP:0002460; HP:0003694,11577372; 23590293; 30681346; 570292; 14681890; 9731540; 21920752; 28493373; 21337604; 21130652; 32420686; 16505043; 19597569; 16877416; 38212463,DD; Eye; Cardiac,"CRYAB-related alpha-crystallinopathy is typically inherited as an autosomal dominant condition with age-related penetrance. The mechanism is likely altered gene product of CRYAB due to either (1) missense variants or (2) truncating variants in the 3' region which are predicted to escape NMD. A dominant-negative mechanism has been suggested. Variants in CRYAB have been variably associated with dilated, hypertrophic, and restrictive cardiomyopathy, as well as cases with other systemic features of crystallinopathy (cataract, skeletal myopathy) without cardiac involvement. Evidence for dosage sensitivity is limited. Homozygous truncating variants predicted to cause NMD have been associated with autosomal recessive congenital/early-onset cataracts and myopathy with respiratory involvement in early childhood, and the heterozygous parents of probands are reported as being healthy. Curation done on 27.03.2021 Expert panel review pending.",2025-01-21 12:59:51+00:00
G2P03444,FXN,606829,3951,CYAY; FA; FARR; FRDA; X25,FXN-related Friedreich ataxia,229300,MONDO:0100340,biallelic_autosomal,,definitive,decreased gene product level; altered gene product structure,splice_region_variant; inframe_insertion; splice_acceptor_variant_NMD_triggering; frameshift_variant_NMD_triggering; splice_donor_variant_NMD_triggering; inframe_deletion; start_lost,undetermined,inferred,,,30681346; 28405347; 10633128; 25566998; 24705334; 26704351; 22409940; 22691228,DD; Cardiac,"FXN-related Friedreich ataxia is inherited as an autosomal recessive condition. Heterozygous carriers of FXN expansions or other pathogenic variants have not been reported to develop symptoms. Homozygous expansion of the GAA triplet repeat in exon 1 of FXN is responsible for the majority of cases (95-98%). There is an inverse correlation between the size of the expansion and age of onset (particularly the size of the shorter allele). Anticipation is not observed as the disorder follows autosomal recessive inheritance. The remaining cases are due to compound heterozygosity for a GAA expansion and a sequence variant (truncating, splice-site, or missense) or structural variant (single-/multi-exon or whole-gene deletion). There is evidence that compound heterozygosity is associated with earlier onset of symptoms than homozygosity for the GAA triplet repeat expansion, but cardiomyopathy is more common in patients with a homozygous GAA triplet repeat expansion. The mechanism is likely loss of function of FXN due to transcriptional silencing (in the case of the GAA triplet repeat), absent/reduced gene product (truncating variants, structural variants), or missense variants causing loss of function. Curation  done on 27.03.2021 Expert panel review pending.",2025-01-13 12:37:44+00:00
G2P03450,ARF3,103190,654,,ARF3-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,typically de novo,moderate,decreased gene product level; altered gene product structure,missense_variant,dominant negative,inferred,,,36369169,DD,,2023-06-05 14:23:47+00:00
G2P03451,SLF2,610348,17814,C10ORF6; FAM178A; FLJ10512; FLJ25012,SLF2-related developmental disorder,620184,MONDO:0859575,biallelic_autosomal,,moderate,uncertain,splice_region_variant; splice_donor_variant_NMD_triggering; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,36333305,DD,,2023-06-05 14:28:49+00:00
G2P03452,SMC5,609386,20465,KIAA0594; SMC5L1,SMC5-related developmental disorder,620185,MONDO:0859576,biallelic_autosomal,,moderate,uncertain; altered gene product structure,missense_variant; inframe_deletion; stop_gained_NMD_triggering,undetermined,inferred,,,36333305,DD,,2023-06-05 14:32:13+00:00
G2P03453,FEM1C,608767,16933,EUROIMAGE686608; EUROIMAGE783647; FEM1A; KIAA1785,FEM1C-related developmental disorder,,,monoallelic_autosomal,typically de novo,limited,altered gene product structure,missense_variant,dominant negative,inferred,,,36336956,DD,,2023-06-07 09:28:35+00:00
G2P03454,TCEAL1,300237,11616,P21; PP21; SIIR; WEX9,TCEAL1-related neurodevelopmental disorder,301094,MONDO:0859085,monoallelic_X_hemizygous,typically de novo,moderate,uncertain,missense_variant; frameshift_variant_NMD_escaping; stop_gained_NMD_escaping,undetermined,inferred,,,36368327; 38200082,DD,,2023-06-07 09:41:16+00:00
G2P03456,REST,600571,9966,DFNA27; NRSF; XBR,REST-related gingival fibromatosis and sensorineural hearing loss,,,monoallelic_autosomal,restricted mutation set,moderate,altered gene product structure,NMD_escaping; frameshift_variant_NMD_escaping,undetermined,inferred,,,36509837,DD,,2023-06-07 09:50:01+00:00
G2P03457,UHRF1,607990,12556,FLJ21925; ICBP90; NP95; RNF106; TDRD22,UHRF1-related immunodeficiency-centromeric instability-facial anomalies syndrome,,MONDO:0000133,biallelic_autosomal,,limited,altered gene product structure,missense_variant; stop_gained_NMD_triggering,undetermined,inferred,,,36458887,DD,,2023-07-19 10:09:02+00:00
G2P03458,MPC2,614737,24515,BRP44; DKFZP564B167; SLC54A2,MPC2-related metabolic disorder,,,biallelic_autosomal,,limited,decreased gene product level,missense_variant; start_lost,undetermined,inferred,,,36417180,DD,,2023-07-19 10:10:54+00:00
G2P03459,CRLS1,608188,16148,C20ORF155; CLS1; DJ967N21.6; GCD10,CRLS1-related mitochondrial disorder,620167,,biallelic_autosomal,,limited,altered gene product structure,missense_variant,undetermined,inferred,,,35147173,DD,,2025-01-15 12:56:44+00:00
G2P03460,BSN,604020,1117,ZNF231,BSN-related epilepsy,,,monoallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; stop_gained_NMD_triggering,undetermined,inferred,,,36600631,DD,,2023-07-19 10:13:39+00:00
G2P03461,BSN,604020,1117,ZNF231,BSN-related epilepsy,,,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; stop_gained_NMD_triggering,undetermined,inferred,,,36600631,DD,,2023-07-19 10:14:53+00:00
G2P03462,CACNA2D1,114204,1399,ALPHA2DELTA-1; CACNA2; CACNL2A; LINC01112; LNCRNA-N3; MHS3,CACNA2D1-related neurodevelopmental disorder,620149,,biallelic_autosomal,,limited,decreased gene product level,missense_variant; frameshift_variant_NMD_triggering,undetermined,inferred,,,35293990,DD,,2025-01-14 16:15:22+00:00
G2P03463,KIF5B,602809,6324,KNS; KNS1; UKHC,KIF5B-related disease,,,monoallelic_autosomal,,moderate,altered gene product structure,missense_variant; inframe_deletion,undetermined,inferred,,,36018820; 35342932,DD,,2023-07-19 10:24:33+00:00
G2P03464,PIGP,605938,3046,DCRC; DSCR5; DSRC,PIGP-related multiple congenital anomalies-hypotonia-seizures syndrome,,MONDO:0100247,biallelic_autosomal,,moderate,absent gene product; altered gene product structure,missense_variant; frameshift_variant_NMD_triggering; start_lost,undetermined,inferred,,,37125481; 32042915; 31139695; 28334793,DD,,2023-08-02 11:37:22+00:00
G2P03465,STX1A,186590,11433,HPC-1; P35-1; STX1,STX1A-related neurodevelopmental disorder with epilepsy,,,monoallelic_autosomal,,moderate,altered gene product structure,missense_variant; inframe_deletion,undetermined,inferred,,,36564538,DD,"Potentially restricted repertoire ?gain-of-function mechanism, however not currently enough data to say definitively.",2023-08-02 11:39:43+00:00
G2P03466,STX1A,186590,11433,HPC-1; P35-1; STX1,STX1A-related neurodevelopmental disorder without epilepsy,,,biallelic_autosomal,,limited,absent gene product,splice_region_variant,undetermined,inferred,,,36564538,DD,,2023-08-02 11:52:12+00:00
G2P03467,PIP5K1C,606102,8996,KIAA0589; LCCS3; PIP5KGAMMA,PIP5K1C-related neurodevelopmental disorder,,MONDO:0700092,monoallelic_autosomal,restricted mutation set,moderate,altered gene product structure,missense_variant,undetermined,inferred,,,37451268,DD,,2023-08-02 11:53:53+00:00
G2P03468,PLAG1,603026,9045,ZNF912,PLAG1-related Silver Russell syndrome,618907,MONDO:0030118,monoallelic_autosomal,,strong,absent gene product; altered gene product structure,frameshift_variant_NMD_escaping; stop_gained_NMD_escaping,undetermined,inferred,,,33291420; 34480472,DD,,2023-08-02 11:55:51+00:00
G2P03469,LEF1,153245,6551,TCF10; TCF1ALPHA; TCF7L3,LEF1-related ectodermal dysplasia and limb malformation,,,monoallelic_autosomal,,moderate,absent gene product; altered gene product structure,inframe_insertion; missense_variant; frameshift_variant_NMD_triggering,undetermined,inferred,,,35583550,DD,,2023-08-16 11:46:16+00:00
G2P03471,EIF4A2,601102,3284,BM-010; DDX2B; EIF4A; EIF4F,EIF4A2-related neurodevelopmental disorder with hypotonia and epilepsy,620455,,monoallelic_autosomal,typically de novo,moderate,altered gene product structure,missense_variant; frameshift_variant_NMD_triggering,undetermined,inferred,,,36528028,DD,,2025-01-15 23:32:54+00:00
G2P03472,EIF4A2,601102,3284,BM-010; DDX2B; EIF4A; EIF4F,EIF4A2-related neurodevelopmental disorder,620455,,biallelic_autosomal,,limited,decreased gene product level,inframe_deletion; frameshift_variant_NMD_triggering,undetermined,inferred,,,36528028,DD,,2025-01-15 23:33:46+00:00
G2P03473,TTI1,614425,29029,KIAA0406; SMG-10,"TTI1-related microcephaly, intellectual disability and ataxia",,,biallelic_autosomal,,moderate,absent gene product; altered gene product structure,splice_region_variant; missense_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,36724785,DD,,2023-08-16 12:35:22+00:00
G2P03474,YWHAE,605066,12851,FLJ45465,"YWHAE-related developmental delay, seizures, hypotonia and brain abnormalities",,,monoallelic_autosomal,typically de novo,moderate,absent gene product,splice_region_variant; frameshift_variant_NMD_triggering,undetermined,inferred,,,36999555,DD,,2023-08-16 12:39:20+00:00
G2P03475,GABRA2,137140,4076,,GABRA2-related epileptic encephalopathy,618557,,monoallelic_autosomal,typically de novo; restricted mutation set,strong,altered gene product structure,missense_variant,undetermined,inferred,,,29961870; 29422393; 31032849,DD,,2025-01-16 17:45:19+00:00
G2P03476,LMOD2,608006,6648,C-LMOD,LMOD2-related infantile dilated cardiomyopathy,619897,MONDO:0030887,biallelic_autosomal,,definitive,absent gene product,splice_region_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,37296576; 35188328; 35082396; 34888509; 31517052,DD,,2024-10-15 11:13:51+00:00
G2P03477,TSPEAR,612920,1268,C21ORF29; DFNB98; MGC11251; TSP-EAR,TSPEAR-related ectodermal dysplasia and tooth agenesis,,,biallelic_autosomal,,strong,absent gene product; altered gene product structure,missense_variant; frameshift_variant_NMD_triggering; stop_gained_NMD_triggering,undetermined,inferred,,,37009414; 27736875; 34042254,DD,,2023-08-16 12:51:06+00:00
G2P03481,RABGAP1,615882,17155,GAPCENA; TBC1D11,RABGAP1-related neurodevelopmental disorder with microcephaly and sensorineural hearing loss,,,biallelic_autosomal,,moderate,absent gene product,splice_acceptor_variant; splice_donor_variant; stop_gained_NMD_triggering,undetermined,inferred,,,36083289,DD,,2023-11-08 17:55:14+00:00
G2P03482,FOSL2,601575,3798,FLJ23306; FRA2,FOSL2-related neurodevelopmental disorder with scalp and enamel defects,620789,,monoallelic_autosomal,,moderate,altered gene product structure,frameshift_variant_NMD_escaping; stop_gained_NMD_escaping,undetermined,inferred,,,36197437,DD,,2025-01-16 17:38:10+00:00
G2P03483,SNAPC4,602777,11137,FLJ13451; PTFALPHA; SNAP190,"SNAPC4-related neurodevelopmental disorder with motor regression, progressive spastic paraplegia, and oromotor dysfunction",620515,MONDO:0957791,biallelic_autosomal,,moderate,decreased gene product level; absent gene product; altered gene product structure,splice_region_variant; stop_gained; splice_acceptor_variant; missense_variant; frameshift_variant,loss of function,evidence,"22222761 -> models: non-human model organism & 36965478 -> function: protein expression; functional_alteration: patient cells, non patient cells",HP:0004322; HP:0001332; HP:0001260; HP:0002307; HP:0002191; HP:0002376; HP:0000252; HP:0006801; HP:0002059; HP:0001288; HP:0001272; HP:0033044,36965478; 22222761,DD,,2025-03-06 16:33:51+00:00
G2P03484,PABPC1,604679,8554,PAB1; PABP1; PABPC2; PABPL1,PABPC1-related developmental delay,,,monoallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion,undetermined,inferred,,,35511136,DD,,2023-12-06 11:50:58+00:00
G2P03485,IER3IP1,609382,18550,,"IER3IP1-related microcephaly with simplified gyral pattern, epilepsy, and neonatal diabetes",614231,,biallelic_autosomal,,strong,decreased gene product level,missense_variant; frameshift_variant_NMD_escaping,undetermined,inferred,,,21835305; 22991235; 24138066; 28711742; 36416459,DD,,2025-01-17 16:20:48+00:00
G2P03486,CWF19L1,616120,25613,FLJ10998; HDRN1,"CWF19L1-related developmental delay with epilepsy, progressive ataxia and cerebellar atrophy",616127,,biallelic_autosomal,,strong,absent gene product,missense_variant; splice_donor_variant; frameshift_variant,undetermined,inferred,,,36453471; 25361784; 33012273; 27016154; 26197978,DD,,2025-01-15 22:27:25+00:00
G2P03487,PHF5A,617846,18000,BK223H9.2; INI; MGC1346; RDS3; SAP14B; SF3B14B; SF3B7,PHF5A-related neurodevelopmental disorder with congenital malformations,,,monoallelic_autosomal,,moderate,altered gene product structure,missense_variant; frameshift_variant_NMD_escaping; stop_gained_NMD_escaping; splice_donor_variant_NMD_escaping,undetermined,inferred,,,37422718; 33811463,DD,,2023-12-06 12:00:20+00:00
G2P03488,KLHL20,617679,25056,KHLHX; KLEIP,KLHL20-related developmental disorder with seizures,,,monoallelic_autosomal,typically de novo; restricted mutation set,moderate,altered gene product structure,missense_variant,undetermined,inferred,,,36214804,DD,,2023-12-18 12:42:10+00:00
G2P03489,SLC18A2,193001,10935,SVAT; SVMT; VAT2; VMAT2,SLC18A2-related neurotransmitter disorder with dystonia and oculogyric crisis,618049,MONDO:0018130,biallelic_autosomal,,strong,absent gene product; altered gene product structure,frameshift_variant_NMD_triggering; stop_gained_NMD_triggering; missense_variant; intron_variant; stop_gained_NMD_escaping,undetermined,inferred,,,23363473; 36318270,DD,,2023-12-18 12:48:10+00:00
